Order ID_x,Order Status_x,Category Name_x,SKU_x,Quantity_x,Unit Price_x,Cost Price_x,Total Cost Price_x,Total Price_x,Order Total_x,Sub Total_x,Tax_x,Delivery Charge_x,Tip_x,Discount_x,Remaining Balance_x,Payment Method_x,Additional Charge_x,Taxable Amount_x,Transaction ID_x,Currency Symbol_x,Customer ID,Merchant ID_x,Description_x,Distance (in km)_x,Order Time_x,Pickup Time_x,Delivery Time_x,Ratings_x,Reviews_x,Order Preparation Time_x,Debt Amount,Redeemed Loyalty Points_x,Consumed Loyalty Points_x,Flat Discount_x,Checkout Template Name_x,Checkout Template Value_x,Order ID_y,Order Status_y,Category Name_y,SKU_y,Quantity_y,Unit Price_y,Cost Price_y,Total Cost Price_y,Total Price_y,Order Total_y,Sub Total_y,Tax_y,Delivery Charge_y,Tip_y,Discount_y,Remaining Balance_y,Payment Method_y,Additional Charge_y,Taxable Amount_y,Transaction ID_y,Currency Symbol_y,Merchant ID_y,Distance (in km)_y,Order Time_y,Pickup Time_y,Delivery Time_y,Order Preparation Time_y,Redeemed Loyalty Points_y,Consumed Loyalty Points_y,Flat Discount_y,Checkout Template Name_y,Checkout Template Value_y
11264651.0,ORDERED,Salt & Seasoning,KKSS0205,2.0,265.0,231.42,462.84,530.0,7255.0,7255.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4541187,893555.0,Urgently deliver by 9.30am in the morning,6.99,2022-02-17T16:19:05.000Z,2022-02-17T16:19:53.000Z,2022-02-18T09:00:00.000Z,,,0.0,-,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11264651.0,ORDERED,Flour & Sugar,KKFS0102,1.0,1410.0,1370,1370,1410.0,7255.0,7255.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4541187,893555.0,Urgently deliver by 9.30am in the morning,6.99,2022-02-17T16:19:05.000Z,2022-02-17T16:19:53.000Z,2022-02-18T09:00:00.000Z,,,0.0,-,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11264651.0,ORDERED,Cleaning & Hygiene,KKPT0275,1.0,250.0,225,225,250.0,7255.0,7255.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4541187,893555.0,Urgently deliver by 9.30am in the morning,6.99,2022-02-17T16:19:05.000Z,2022-02-17T16:19:53.000Z,2022-02-18T09:00:00.000Z,,,0.0,-,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11264496.0,ORDERED,Cooking Fat & Oil,KKCO0487,1.0,4400.0,4250,4250,4400.0,4400.0,4400.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,5189011,893555.0,Deliver on Saturday morning at 10.00a.m,1.34,2022-02-17T16:09:33.000Z,2022-02-18T15:00:00.000Z,2022-02-19T10:00:00.000Z,,,0.0,-,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262052.0,ORDERED,Cooking Fat & Oil,KKCO0488,1.0,2210.0,2125,2125,2210.0,9545.0,9545.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,0.0,-,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262052.0,ORDERED,Flour & Sugar,KKFS0302,3.0,1740.0,1720,5160,5220.0,9545.0,9545.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,0.0,-,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262052.0,ORDERED,Salt & Seasoning,KKSS0002,1.0,65.0,58,58,65.0,9545.0,9545.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,0.0,-,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262052.0,ORDERED,Cleaning & Hygiene,KKPT0301,2.0,55.0,49.2,98.4,110.0,9545.0,9545.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,0.0,-,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262052.0,ORDERED,Cooking Fat & Oil,KKCO0918,1.0,1940.0,1900,1900,1940.0,9545.0,9545.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,0.0,-,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249092.0,COMPLETED,Flour & Sugar,KKFS0302,3.0,1740.0,1720,5160,5220.0,7474.0,7512.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:10:55.000Z,2022-02-16T17:11:42.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,38,75,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249092.0,COMPLETED,Salt & Seasoning,KKSS0002,1.0,65.0,58,58,65.0,7474.0,7512.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:10:55.000Z,2022-02-16T17:11:42.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,38,75,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249092.0,COMPLETED,Cooking Fat & Oil,KKCO0918,1.0,1940.0,1900,1900,1940.0,7474.0,7512.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:10:55.000Z,2022-02-16T17:11:42.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,38,75,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249092.0,COMPLETED,Beverages,KKBE0105,1.0,249.0,208.5,208.5,249.0,7474.0,7512.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:10:55.000Z,2022-02-16T17:11:42.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,38,75,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249092.0,COMPLETED,Packaging,KKPT0510,1.0,38.0,29,29,38.0,7474.0,7512.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:10:55.000Z,2022-02-16T17:11:42.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,38,75,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249058.0,CANCELLED,Flour & Sugar,KKFS0302,1.0,1740.0,1720,1720,1740.0,3932.0,4032.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:09:35.000Z,2022-02-16T17:10:22.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,100,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249058.0,CANCELLED,Cooking Fat & Oil,KKCO0918,1.0,1940.0,1900,1900,1940.0,3932.0,4032.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:09:35.000Z,2022-02-16T17:10:22.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,100,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249058.0,CANCELLED,Salt & Seasoning,KKSS0002,1.0,65.0,58,58,65.0,3932.0,4032.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:09:35.000Z,2022-02-16T17:10:22.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,100,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249058.0,CANCELLED,Beverages,KKBE0105,1.0,249.0,208.5,208.5,249.0,3932.0,4032.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:09:35.000Z,2022-02-16T17:10:22.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,100,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249058.0,CANCELLED,Packaging,KKPT0510,1.0,38.0,29,29,38.0,3932.0,4032.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-16T17:09:35.000Z,2022-02-16T17:10:22.000Z,2022-02-17T08:00:00.000Z,,,0.0,-,100,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11235417.0,COMPLETED,Cooking Fat & Oil,KKCO0488,2.0,2185.0,2125,4250,4370.0,11660.0,11844.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-15T19:54:34.000Z,2022-02-15T19:55:21.000Z,2022-02-16T08:00:00.000Z,,,0.0,-,184,118,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11235417.0,COMPLETED,Flour & Sugar,KKFS0302,3.0,1740.0,1720,5160,5220.0,11660.0,11844.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-15T19:54:34.000Z,2022-02-15T19:55:21.000Z,2022-02-16T08:00:00.000Z,,,0.0,-,184,118,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11235417.0,COMPLETED,Cooking Fat & Oil,KKCO0918,1.0,1940.0,1900,1900,1940.0,11660.0,11844.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-15T19:54:34.000Z,2022-02-15T19:55:21.000Z,2022-02-16T08:00:00.000Z,,,0.0,-,184,118,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11235417.0,COMPLETED,Salt & Seasoning,KKSS0002,1.0,65.0,58,58,65.0,11660.0,11844.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-15T19:54:34.000Z,2022-02-15T19:55:21.000Z,2022-02-16T08:00:00.000Z,,,0.0,-,184,118,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11235417.0,COMPLETED,Beverages,KKBE0105,1.0,249.0,208.5,208.5,249.0,11660.0,11844.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-15T19:54:34.000Z,2022-02-15T19:55:21.000Z,2022-02-16T08:00:00.000Z,,,0.0,-,184,118,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216398.0,COMPLETED,Cooking Fat & Oil,KKCO0918,1.0,1940.0,1900,1900,1940.0,9539.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-14T20:04:43.000Z,2022-02-14T20:06:09.000Z,2022-02-15T08:00:00.000Z,,,0.0,-,120,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216398.0,COMPLETED,Cooking Fat & Oil,KKCO0488,1.0,2185.0,2125,2125,2185.0,9539.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-14T20:04:43.000Z,2022-02-14T20:06:09.000Z,2022-02-15T08:00:00.000Z,,,0.0,-,120,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216398.0,COMPLETED,Flour & Sugar,KKFS0302,3.0,1740.0,1720,5160,5220.0,9539.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-14T20:04:43.000Z,2022-02-14T20:06:09.000Z,2022-02-15T08:00:00.000Z,,,0.0,-,120,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216398.0,COMPLETED,Salt & Seasoning,KKSS0002,1.0,65.0,58,58,65.0,9539.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-14T20:04:43.000Z,2022-02-14T20:06:09.000Z,2022-02-15T08:00:00.000Z,,,0.0,-,120,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11216398.0,COMPLETED,Beverages,KKBE0105,1.0,249.0,208.5,208.5,249.0,9539.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-14T20:04:43.000Z,2022-02-14T20:06:09.000Z,2022-02-15T08:00:00.000Z,,,0.0,-,120,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196080.0,COMPLETED,Cooking Fat & Oil,KKCO0488,1.0,2185.0,2125,2125,2185.0,9600.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-13T19:23:53.000Z,2022-02-13T19:25:05.000Z,2022-02-14T08:00:00.000Z,,,0.0,-,59,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196080.0,COMPLETED,Flour & Sugar,KKFS0302,3.0,1740.0,1720,5160,5220.0,9600.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-13T19:23:53.000Z,2022-02-13T19:25:05.000Z,2022-02-14T08:00:00.000Z,,,0.0,-,59,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196080.0,COMPLETED,Salt & Seasoning,KKSS0002,1.0,65.0,58,58,65.0,9600.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-13T19:23:53.000Z,2022-02-13T19:25:05.000Z,2022-02-14T08:00:00.000Z,,,0.0,-,59,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196080.0,COMPLETED,Cooking Fat & Oil,KKCO0918,1.0,1940.0,1900,1900,1940.0,9600.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-13T19:23:53.000Z,2022-02-13T19:25:05.000Z,2022-02-14T08:00:00.000Z,,,0.0,-,59,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11196080.0,COMPLETED,Beverages,KKBE0105,1.0,249.0,208.5,208.5,249.0,9600.0,9659.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-13T19:23:53.000Z,2022-02-13T19:25:05.000Z,2022-02-14T08:00:00.000Z,,,0.0,-,59,96,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149044.0,COMPLETED,Flour & Sugar,KKFS0302,6.0,1740.0,1720,10320,10440.0,14514.0,14754.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-11T15:04:45.000Z,2022-02-11T15:05:31.000Z,2022-02-12T08:00:00.000Z,,,0.0,-,240,147,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149044.0,COMPLETED,Cooking Fat & Oil,KKCO0918,2.0,1940.0,1900,3800,3880.0,14514.0,14754.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-11T15:04:45.000Z,2022-02-11T15:05:31.000Z,2022-02-12T08:00:00.000Z,,,0.0,-,240,147,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149044.0,COMPLETED,Salt & Seasoning,KKSS0002,2.0,65.0,58,116,130.0,14514.0,14754.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-11T15:04:45.000Z,2022-02-11T15:05:31.000Z,2022-02-12T08:00:00.000Z,,,0.0,-,240,147,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149044.0,COMPLETED,Beverages,KKBE0105,1.0,249.0,208.5,208.5,249.0,14514.0,14754.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-11T15:04:45.000Z,2022-02-11T15:05:31.000Z,2022-02-12T08:00:00.000Z,,,0.0,-,240,147,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11149044.0,COMPLETED,Cleaning & Hygiene,KKPT0301,1.0,55.0,49.2,49.2,55.0,14514.0,14754.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-11T15:04:45.000Z,2022-02-11T15:05:31.000Z,2022-02-12T08:00:00.000Z,,,0.0,-,240,147,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11133533.0,COMPLETED,Cooking Fat & Oil,KKCO0487,1.0,4350.0,4250,4250,4350.0,11575.0,11575.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-10T17:25:30.000Z,2022-02-10T17:26:26.000Z,2022-02-11T08:00:00.000Z,,,0.0,-,-,115,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11133533.0,COMPLETED,Flour & Sugar,KKFS0302,3.0,1740.0,1720,5160,5220.0,11575.0,11575.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-10T17:25:30.000Z,2022-02-10T17:26:26.000Z,2022-02-11T08:00:00.000Z,,,0.0,-,-,115,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11133533.0,COMPLETED,Cooking Fat & Oil,KKCO0918,1.0,1940.0,1900,1900,1940.0,11575.0,11575.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-10T17:25:30.000Z,2022-02-10T17:26:26.000Z,2022-02-11T08:00:00.000Z,,,0.0,-,-,115,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11133533.0,COMPLETED,Salt & Seasoning,KKSS0002,1.0,65.0,58,58,65.0,11575.0,11575.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-10T17:25:30.000Z,2022-02-10T17:26:26.000Z,2022-02-11T08:00:00.000Z,,,0.0,-,-,115,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11115866.0,COMPLETED,Flour & Sugar,KKFS0302,3.0,1740.0,1720,5160,5220.0,9599.0,9719.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-09T16:46:56.000Z,2022-02-09T16:47:41.000Z,2022-02-10T08:00:00.000Z,,,0.0,-,120,97,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11115866.0,COMPLETED,Cooking Fat & Oil,KKCO0488,1.0,2185.0,2125,2125,2185.0,9599.0,9719.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-09T16:46:56.000Z,2022-02-09T16:47:41.000Z,2022-02-10T08:00:00.000Z,,,0.0,-,120,97,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11115866.0,COMPLETED,Cooking Fat & Oil,KKCO0810,1.0,2000.0,1960,1960,2000.0,9599.0,9719.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-09T16:46:56.000Z,2022-02-09T16:47:41.000Z,2022-02-10T08:00:00.000Z,,,0.0,-,120,97,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11115866.0,COMPLETED,Beverages,KKBE0105,1.0,249.0,208.5,208.5,249.0,9599.0,9719.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-09T16:46:56.000Z,2022-02-09T16:47:41.000Z,2022-02-10T08:00:00.000Z,,,0.0,-,120,97,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11115866.0,COMPLETED,Salt & Seasoning,KKSS0002,1.0,65.0,58,58,65.0,9599.0,9719.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-09T16:46:56.000Z,2022-02-09T16:47:41.000Z,2022-02-10T08:00:00.000Z,,,0.0,-,120,97,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11105736.0,COMPLETED,Cooking Fat & Oil,KKCO0488,1.0,2185.0,2125,2125,2185.0,2185.0,2185.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-08T23:43:22.000Z,2022-02-08T23:44:21.000Z,2022-02-09T08:00:00.000Z,,,0.0,-,-,21,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11097681.0,COMPLETED,Flour & Sugar,KKFS0302,3.0,1740.0,1720,5160,5220.0,7714.0,7714.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-08T15:04:57.000Z,2022-02-08T15:05:55.000Z,2022-02-09T08:00:00.000Z,,,0.0,-,-,77,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11097681.0,COMPLETED,Cooking Fat & Oil,KKCO0810,1.0,2000.0,1960,1960,2000.0,7714.0,7714.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-08T15:04:57.000Z,2022-02-08T15:05:55.000Z,2022-02-09T08:00:00.000Z,,,0.0,-,-,77,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11097681.0,COMPLETED,Beverages,KKBE0105,1.0,249.0,208.5,208.5,249.0,7714.0,7714.0,-,-,-,-,0.0,CASH,-,-,0.0,KSh,4888249,893555.0,,11.78,2022-02-08T15:04:57.000Z,2022-02-08T15:05:55.000Z,2022-02-09T08:00:00.000Z,,,0.0,-,-,77,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
